amount,is_in_contacts,hour_of_day,is_new_receiver,label
1623.63,0,5,1,1
6272.38,0,17,1,1
2400.77,0,5,1,0
810.63,1,6,1,0
7723.37,1,23,1,1
8567.31,0,23,1,1
2511.76,0,15,1,0
314.87,1,8,1,0
1962.96,0,12,1,0
6509.14,0,11,1,1
9281.94,0,18,1,1
909.98,0,22,1,0
277.29,1,22,1,0
8393.7,1,0,1,0
1973.29,0,7,1,0
3121.46,0,3,1,0
10000.0,1,20,1,0
275.53,1,21,1,0
4180.11,1,18,1,0
307.98,1,20,1,0
1883.02,0,4,1,1
6514.78,1,16,1,0
2272.92,1,2,1,0
10000.0,0,18,1,1
3275.38,1,0,1,0
1549.49,0,22,1,0
994.42,0,0,1,1
1726.34,0,22,1,0
1864.26,0,19,1,0
284.75,0,8,1,0
1845.44,0,22,1,0
2496.26,0,4,1,1
5131.17,0,6,1,1
4276.95,0,5,1,1
4934.51,0,16,1,0
33.6,1,21,1,0
981.9,0,16,1,0
4335.1,0,12,1,0
2646.51,1,11,1,0
21.31,1,3,1,0
6528.67,1,7,1,0
5927.87,0,4,1,1
3180.0,0,4,1,1
275.1,1,12,1,0
5818.55,0,10,1,1
3505.53,0,7,1,0
6092.31,0,7,1,1
5573.23,1,0,1,0
6498.25,0,12,1,1
2919.31,1,4,1,0
604.8,1,20,1,0
4448.71,0,7,1,0
3875.33,1,16,1,0
5423.11,1,22,1,0
744.74,1,22,1,0
867.53,0,12,1,0
8844.02,1,8,1,0
5544.82,0,1,1,1
9553.81,1,18,1,0
5687.11,0,19,1,1
3636.82,0,16,1,0
4246.8,1,6,1,0
8797.51,1,2,1,0
3458.65,0,18,1,0
4002.95,0,18,1,0
680.67,0,23,1,1
2569.22,1,8,1,0
5040.72,1,9,1,0
1264.01,1,13,1,0
903.86,0,17,1,0
1506.5,0,14,1,0
1105.65,1,0,1,0
967.84,1,5,1,0
2212.5,0,14,1,0
9536.85,1,5,1,0
2829.47,0,17,1,0
832.63,0,0,1,1
320.38,0,23,1,1
4764.97,0,2,1,1
1930.24,0,16,1,0
6900.09,0,15,1,1
4309.49,0,7,1,0
6363.28,1,16,1,0
1269.52,0,7,1,0
4715.29,0,16,1,0
1226.44,0,8,1,0
10000.0,0,11,1,1
4046.52,1,18,1,0
1569.28,0,3,1,1
1256.17,1,20,1,0
847.46,1,21,1,0
4745.07,0,10,1,0
987.26,0,3,1,0
3618.47,0,13,1,0
1229.55,0,13,1,0
4338.47,1,5,1,0
6748.29,0,16,1,1
6020.77,0,1,1,1
5722.68,0,7,1,1
831.65,0,3,1,1
370.15,0,9,1,0
4801.9,0,6,1,0
1837.66,0,3,1,1
2264.97,0,15,1,0
126.58,1,13,1,0
1202.13,1,15,1,0
137.03,0,8,1,0
8454.0,0,3,1,1
1115.66,1,23,1,0
3259.79,0,5,1,1
159.04,0,0,1,1
4396.62,0,6,1,0
1560.5,1,0,1,0
9127.96,0,18,1,1
8761.25,1,7,1,0
1573.89,1,2,1,0
9248.96,1,0,1,0
10000.0,1,0,1,0
6981.39,0,6,1,1
7454.0,0,20,1,1
1145.45,1,12,1,0
3438.72,1,0,1,0
278.5,0,15,1,0
398.92,1,21,1,0
10000.0,0,21,1,1
1581.9,0,13,1,0
5516.23,0,3,1,1
6573.32,0,22,1,1
7808.37,0,22,1,1
10000.0,0,11,1,1
1105.63,0,11,1,0
164.75,0,16,1,0
2118.62,0,20,1,0
557.42,1,14,1,0
90.72,0,9,1,0
1787.82,0,2,1,1
6125.06,0,22,1,1
3340.51,0,19,1,0
1500.39,1,19,1,0
4249.22,0,11,1,0
1055.96,1,0,1,0
57.94,0,0,1,1
5781.69,0,9,1,1
3909.93,0,17,1,0
5747.03,0,14,1,1
158.87,0,1,1,1
7258.96,0,16,1,1
3865.35,0,7,1,0
3314.91,0,21,1,0
3919.2,1,21,1,0
7993.16,0,8,1,1
3536.62,0,20,1,0
3479.06,0,19,1,0
10000.0,0,10,1,1
5654.34,0,5,1,1
2335.69,1,23,1,0
4915.75,1,13,1,0
1972.14,0,0,1,1
1039.62,0,6,1,0
3633.8,0,23,1,0
10000.0,1,8,1,0
10000.0,0,10,1,1
1673.63,0,23,1,1
3000.37,0,22,1,0
951.18,1,15,1,0
10000.0,0,18,1,1
10000.0,0,1,1,1
4193.68,1,14,1,0
6527.02,0,2,1,1
5022.47,1,3,1,1
3597.32,0,19,1,0
219.29,1,21,1,0
2426.15,1,6,1,0
4493.09,0,11,1,0
4527.0,1,3,1,0
1868.02,0,9,1,0
10000.0,1,5,1,0
732.6,0,21,1,0
2775.47,1,13,1,0
4696.15,0,2,1,1
4777.88,1,16,1,0
4183.76,0,10,1,0
1287.92,1,9,1,0
679.39,1,20,1,0
4041.75,0,9,1,0
3658.19,1,9,1,0
790.66,1,2,1,0
4885.01,0,23,1,0
2429.14,0,14,1,0
4407.6,0,16,1,0
7265.04,0,17,1,1
744.01,0,18,1,0
77.32,0,18,1,0
6040.23,0,11,1,1
3763.33,0,23,1,0
4811.09,0,4,1,1
7284.46,1,23,1,1
6494.37,1,15,1,0
10000.0,0,14,1,1
3070.92,1,14,1,0
2681.6,1,5,1,0
2055.9,1,11,1,0
667.48,0,1,1,1
3400.21,0,19,1,0
1297.45,1,8,1,0
10000.0,1,3,1,0
3500.51,1,4,1,0
3594.2,1,20,1,0
1753.55,0,7,1,0
213.56,0,21,1,0
129.03,0,9,1,0
2201.98,0,6,1,0
353.43,1,21,1,0
3734.23,0,13,1,0
8513.62,0,4,1,1
8579.41,1,15,1,0
4304.02,0,14,1,0
949.13,1,4,1,0
7951.0,1,2,1,1
8689.51,0,22,1,1
875.88,0,9,1,1
5348.89,0,4,1,1
1350.4,0,22,1,0
6490.91,0,14,1,1
10000.0,0,17,1,1
121.94,1,7,1,0
9106.34,0,20,1,1
3898.12,1,1,1,0
10000.0,0,21,1,1
2502.03,0,7,1,0
7519.42,1,22,1,0
257.7,0,7,1,0
1633.55,0,3,1,1
277.47,1,18,1,0
10000.0,1,22,1,0
6792.51,1,17,1,0
7656.99,0,20,1,1
10000.0,0,22,1,1
355.78,1,0,1,0
1948.42,1,19,1,0
294.74,0,14,1,0
946.91,1,17,1,0
1042.17,0,21,1,0
2532.78,0,11,1,0
1250.97,0,0,1,1
425.79,0,6,1,0
733.25,0,18,1,0
637.28,0,0,1,1
10000.0,0,23,1,1
5696.69,1,6,1,0
10000.0,1,1,1,0
2317.42,1,6,1,0
1304.96,1,18,1,0
6403.76,0,12,1,1
1579.61,0,23,1,1
1423.18,1,4,1,0
1058.5,0,22,1,0
555.57,0,18,1,0
1185.35,0,0,1,1
1756.0,1,0,1,0
4483.36,0,17,1,0
258.43,1,23,1,0
945.46,0,0,1,1
6622.42,1,4,1,0
635.62,1,8,1,0
1678.13,1,11,1,0
7999.83,0,8,1,1
673.32,0,17,1,0
345.44,1,22,1,0
2650.77,0,10,1,0
1440.55,0,0,1,1
3315.03,0,18,1,0
6514.58,1,21,1,0
590.05,0,9,1,0
3476.67,1,1,1,0
2816.9,0,6,1,0
622.31,0,19,1,0
3912.65,1,1,1,0
1278.84,0,18,1,0
2676.43,0,5,1,1
343.42,1,9,1,0
2461.66,1,8,1,0
1463.81,0,7,1,0
6912.46,1,10,1,0
234.67,1,8,1,0
2169.32,1,19,1,0
2453.14,0,19,1,0
5164.03,0,8,1,1
3415.96,1,7,1,0
4401.0,1,14,1,0
6003.22,0,1,1,1
7927.89,0,23,1,1
1506.78,0,0,1,1
3088.96,0,8,1,0
7333.03,0,8,1,1
10000.0,0,12,1,1
8811.66,1,7,1,0
1857.47,0,20,1,0
868.48,1,4,1,0
2688.62,0,2,1,1
5413.63,0,20,1,1
2713.58,0,3,1,1
2640.25,0,16,1,0
7286.33,1,15,1,0
1793.93,1,15,1,0
7858.59,0,19,1,1
2088.93,0,2,1,1
1591.38,0,5,1,1
2420.47,1,0,1,0
5749.46,1,20,1,0
538.71,0,15,1,0
874.71,1,14,1,0
10000.0,1,6,1,0
771.87,0,1,1,1
3354.79,0,9,1,0
3463.48,1,14,1,0
2690.43,1,5,1,0
4139.68,0,1,1,1
1044.56,0,23,1,1
3217.77,0,23,1,0
1861.96,0,16,1,0
4334.9,1,0,1,0
608.99,0,0,1,1
3384.05,1,3,1,0
819.6,1,19,1,0
1306.48,0,15,1,0
987.23,0,7,1,0
807.67,0,0,1,1
6988.16,1,18,1,0
1345.85,0,10,1,0
10000.0,1,16,1,0
10000.0,1,9,1,0
3387.62,0,11,1,0
617.27,1,8,1,0
1877.12,1,6,1,0
6392.65,0,11,1,1
1831.61,0,14,1,0
364.15,1,7,1,0
3254.8,1,16,1,0
7460.44,0,4,1,1
6357.1,0,13,1,1
770.08,0,1,1,1
4468.3,1,15,1,0
996.43,0,16,1,0
984.66,0,2,1,1
8288.17,1,22,1,0
1148.96,0,0,1,1
1222.01,1,17,1,0
10.0,0,17,1,0
8181.52,1,3,1,0
6292.32,0,14,1,1
3948.24,1,18,1,0
5549.43,1,18,1,0
659.73,0,9,1,0
2452.35,0,4,1,0
1730.64,0,18,1,0
393.88,0,10,1,0
2663.14,1,6,1,0
10000.0,1,4,1,0
163.53,0,19,1,0
1378.2,1,11,1,0
930.46,1,18,1,0
1088.0,1,14,1,0
9562.81,0,11,1,1
2524.97,0,3,1,1
2511.68,0,11,1,0
5718.07,0,17,1,1
671.27,0,16,1,0
2671.99,0,18,1,0
2248.37,0,15,1,0
3634.39,1,10,1,0
10000.0,0,1,1,1
5869.13,0,15,1,1
2029.1,0,0,1,1
7030.66,0,16,1,1
748.73,0,17,1,0
123.75,0,12,1,0
914.88,0,4,1,1
1664.56,0,23,1,0
2858.14,0,5,1,1
3819.39,0,0,1,1
9658.79,1,9,1,0
2852.21,0,4,1,1
2782.81,0,0,1,1
206.2,0,22,1,0
142.14,0,10,1,0
3204.35,0,23,1,0
2306.29,0,23,1,1
7309.89,1,6,1,0
700.65,0,17,1,0
101.15,0,20,1,0
2384.36,1,19,1,0
1084.5,1,20,1,0
203.55,0,9,1,0
5158.1,0,14,1,1
473.3,0,3,1,1
3749.24,0,15,1,0
1319.85,0,14,1,0
762.2,0,14,1,0
1910.54,1,11,1,0
6466.77,0,7,1,1
1990.94,0,7,1,0
5557.51,0,17,1,1
536.35,1,5,1,0
5927.2,0,4,1,1
1081.64,1,1,1,0
4525.28,0,11,1,0
3336.83,0,3,1,1
10000.0,0,22,1,1
1959.67,0,12,1,0
273.82,0,16,1,0
77.37,0,15,1,0
7014.59,0,8,1,1
2975.54,1,0,1,0
5970.96,0,14,1,1
1068.52,0,11,1,0
1692.99,0,4,1,0
122.27,1,22,1,0
10000.0,1,23,1,0
4408.89,0,17,1,0
10000.0,0,19,1,1
1234.24,0,1,1,1
3781.47,1,3,1,0
4539.03,1,14,1,0
1528.26,0,5,1,1
7538.37,0,21,1,1
10000.0,0,11,1,1
8646.26,0,17,1,1
5373.97,1,19,1,0
1299.96,0,3,1,1
1323.0,0,0,1,1
10000.0,1,14,1,0
41.35,1,17,1,0
5035.83,0,13,1,1
4900.05,1,2,1,0
3898.75,0,14,1,0
10000.0,1,4,1,0
1495.16,1,23,1,0
1661.89,0,21,1,0
328.92,1,2,1,0
2339.31,1,21,1,0
1210.09,0,6,1,0
1682.64,0,5,1,1
7196.87,1,21,1,0
10000.0,0,0,1,1
821.87,0,18,1,0
1864.1,1,6,1,0
10000.0,1,3,1,0
255.2,0,11,1,0
387.63,0,19,1,0
710.73,0,22,1,0
3617.58,0,17,1,0
652.3,0,8,1,0
10000.0,1,18,1,0
2367.52,0,21,1,0
2784.75,0,3,1,1
1132.95,0,0,1,1
2546.77,1,8,1,0
4337.82,0,14,1,0
5564.06,0,21,1,1
5607.55,0,7,1,1
3449.97,0,14,1,0
9388.65,0,14,1,1
6802.0,0,17,1,1
5659.57,0,6,1,1
228.85,0,21,1,0
27.61,0,17,1,0
955.3,0,15,1,0
4356.91,0,1,1,1
2118.66,0,3,1,1
2059.38,0,19,1,0
8636.95,0,15,1,1
9036.68,1,2,1,1
9595.29,0,23,1,1
1506.8,0,22,1,0
4698.38,0,1,1,1
1267.8,1,2,1,0
845.9,1,4,1,0
816.47,0,1,1,1
1674.86,0,18,1,0
2248.18,0,23,1,0
7110.22,0,19,1,1
510.84,0,1,1,1
5310.98,1,1,1,1
3032.49,0,21,1,0
1358.4,1,23,1,0
2715.55,0,22,1,0
1426.37,1,19,1,0
3626.17,1,17,1,0
2275.54,0,19,1,0
718.45,0,20,1,0
495.83,0,13,1,0
3164.77,0,14,1,0
9308.05,0,11,1,1
1686.12,0,10,1,0
5282.03,0,10,1,1
4299.52,1,6,1,0
10000.0,0,11,1,1
6881.05,1,15,1,0
3344.43,0,4,1,1
4280.46,1,1,1,0
9146.31,0,21,1,1
2040.1,0,15,1,0
1582.82,1,22,1,0
43.48,0,14,1,0
7007.49,1,10,1,0
6457.41,0,5,1,1
441.29,0,12,1,0
3440.18,0,18,1,0
2494.35,1,9,1,0
505.47,0,23,1,0
10000.0,1,18,1,0
966.74,1,4,1,0
278.4,0,20,1,0
3613.97,0,6,1,0
5370.9,1,10,1,1
131.93,0,13,1,0
4300.18,0,22,1,0
3039.64,0,20,1,0
435.98,0,15,1,0
757.5,0,17,1,0
3357.08,0,20,1,0
1405.94,1,22,1,0
10000.0,0,22,1,1
6831.3,0,3,1,1
10000.0,1,0,1,0
1202.64,1,21,1,0
10000.0,1,14,1,0
2257.14,0,13,1,0
1707.89,1,18,1,0
206.65,0,4,1,1
216.83,0,3,1,1
4710.77,0,12,1,0
2449.43,0,17,1,0
1027.43,1,11,1,0
3807.36,0,22,1,0
1166.0,1,20,1,0
3447.51,1,14,1,0
1780.21,0,22,1,0
6938.92,0,8,1,1
6874.69,0,3,1,1
2595.38,0,4,1,1
1728.18,0,8,1,0
1801.18,1,12,1,0
6553.71,0,9,1,1
1591.06,0,15,1,0
938.13,1,12,1,0
353.96,0,3,1,1
2514.63,1,20,1,0
2632.14,0,12,1,0
7353.11,0,20,1,1
1000.2,0,7,1,0
1918.54,0,12,1,0
6609.5,0,14,1,1
6940.54,1,19,1,0
1942.0,0,19,1,0
2458.26,1,12,1,0
1445.52,0,22,1,0
10000.0,0,4,1,1
505.17,0,21,1,0
10000.0,1,21,1,0
4606.36,0,5,1,1
3033.49,0,4,1,1
132.82,1,12,1,0
2581.97,0,4,1,1
2095.29,1,12,1,0
703.22,0,23,1,1
4273.22,1,19,1,0
10000.0,1,22,1,0
3303.87,1,7,1,0
5017.6,0,8,1,1
283.62,0,20,1,0
2162.85,1,18,1,0
494.82,0,19,1,0
3795.21,0,14,1,0
10000.0,1,21,1,0
4336.21,0,9,1,0
319.65,0,10,1,0
1751.95,0,4,1,1
3199.93,0,8,1,0
2064.74,0,10,1,0
7174.5,1,18,1,0
6742.49,0,1,1,1
3785.26,1,5,1,0
1870.16,1,22,1,0
1179.29,1,20,1,0
447.64,0,0,1,1
1753.39,1,2,1,0
2132.1,0,2,1,1
4505.86,0,13,1,0
4293.65,1,19,1,0
290.75,0,21,1,0
2011.82,1,4,1,0
802.49,0,16,1,0
682.26,1,14,1,0
7024.85,0,5,1,1
171.28,1,13,1,0
2173.28,0,13,1,0
736.67,0,16,1,0
8458.79,0,7,1,1
3257.11,0,7,1,0
1052.64,0,18,1,0
2792.05,0,8,1,0
5259.41,0,10,1,1
10000.0,0,12,1,1
996.13,0,12,1,0
8692.61,1,23,1,0
10000.0,1,18,1,0
9927.83,1,20,1,0
4035.98,1,18,1,0
3975.07,0,4,1,1
2064.76,0,15,1,0
5583.73,0,8,1,1
3031.12,1,19,1,0
4525.84,1,21,1,0
2237.67,0,2,1,1
5259.56,0,18,1,1
6959.82,0,4,1,1
633.34,0,7,1,0
7157.36,0,13,1,1
3108.69,0,23,1,0
7448.71,1,2,1,0
2257.62,0,23,1,0
1905.96,1,12,1,0
9863.28,1,10,1,0
1156.97,1,7,1,0
7437.05,1,18,1,0
2646.75,1,9,1,0
2886.97,1,17,1,0
1475.39,1,17,1,0
3404.28,0,6,1,0
1573.42,1,15,1,0
160.25,1,5,1,0
1269.81,1,15,1,0
25.6,1,15,1,0
10000.0,0,22,1,1
10000.0,0,23,1,1
2011.13,0,0,1,1
5213.27,0,23,1,1
1697.41,1,18,1,0
4447.92,0,2,1,1
6547.85,0,5,1,1
10000.0,0,3,1,1
2044.72,0,3,1,1
6116.93,1,3,1,0
1236.6,1,9,1,0
10000.0,0,8,1,1
104.43,0,7,1,0
3700.61,0,18,1,0
4309.43,0,16,1,0
4659.59,0,16,1,0
513.1,1,0,1,0
10000.0,0,19,1,1
799.58,0,13,1,0
3899.42,0,21,1,0
1007.59,1,19,1,0
1468.15,1,10,1,0
3162.67,1,2,1,0
2159.6,0,23,1,1
698.49,1,7,1,0
749.83,0,21,1,0
2166.13,0,9,1,0
5663.44,0,16,1,1
9129.74,0,7,1,1
351.51,1,21,1,0
1997.59,1,0,1,0
422.53,0,19,1,0
66.93,1,20,1,0
4335.51,1,6,1,0
3689.73,1,23,1,0
711.82,0,8,1,0
1065.32,0,11,1,0
95.97,0,21,1,0
7205.96,1,8,1,0
10000.0,0,19,1,1
582.23,0,23,1,0
1053.13,0,2,1,1
8112.24,0,3,1,1
10000.0,1,9,1,0
2176.34,1,3,1,0
207.79,1,21,1,0
160.75,1,8,1,0
3412.79,0,21,1,0
1996.21,0,0,1,1
116.28,0,4,1,0
3501.1,0,8,1,0
45.47,0,4,1,1
6192.84,1,5,1,0
1463.63,0,18,1,0
164.36,1,7,1,0
3550.35,0,9,1,0
2027.89,0,10,1,0
10000.0,0,12,1,1
3142.79,0,19,1,0
1287.65,0,3,1,1
4943.77,0,10,1,0
1267.03,0,11,1,0
9383.78,0,4,1,1
1878.24,0,9,1,0
3192.86,1,23,1,0
207.59,1,6,1,0
2221.35,0,20,1,0
7143.83,1,8,1,0
6552.35,1,8,1,0
1016.05,1,9,1,0
1025.14,0,9,1,0
6799.76,0,1,1,1
10000.0,1,3,1,0
400.88,0,7,1,0
2391.77,1,13,1,0
1646.66,1,16,1,0
8182.12,0,12,1,1
348.88,0,20,1,0
948.59,0,23,1,1
5584.87,0,17,1,1
210.62,0,17,1,0
2713.31,0,12,1,0
2334.35,0,7,1,0
1628.27,0,11,1,0
2007.28,1,22,1,0
3019.58,0,23,1,0
703.93,1,20,1,0
3394.49,1,0,1,0
6547.9,0,19,1,1
5711.15,1,17,1,0
668.47,0,2,1,1
646.55,1,11,1,0
1248.85,0,18,1,0
1791.87,0,12,1,0
2100.07,0,9,1,0
4553.95,0,14,1,0
233.4,0,19,1,0
141.15,0,1,1,1
1989.73,0,18,1,0
4778.25,0,2,1,1
859.88,0,13,1,0
4103.36,0,6,1,0
1203.49,0,7,1,0
8689.25,0,10,1,1
9041.55,1,21,1,0
1411.23,0,19,1,0
1045.43,1,5,1,0
2119.38,0,10,1,0
1100.55,1,16,1,0
4463.65,0,9,1,0
6996.29,0,23,1,1
4472.31,0,16,1,0
6957.06,0,20,1,1
2023.3,0,1,1,1
679.91,0,5,1,1
5356.89,1,4,1,0
1788.12,0,3,1,0
4450.08,0,1,1,1
1262.37,1,11,1,0
338.88,0,2,1,0
10000.0,1,5,1,0
679.37,0,23,1,0
10000.0,1,13,1,0
10000.0,0,7,1,1
6315.99,1,20,1,0
4308.46,1,20,1,0
3449.17,0,13,1,0
8042.69,0,2,1,1
1366.8,0,15,1,0
2522.05,1,14,1,0
3863.92,0,6,1,0
2118.61,0,14,1,0
2230.88,0,12,1,0
1603.61,0,5,1,1
3322.58,0,14,1,0
7603.83,1,16,1,0
900.22,0,3,1,0
10000.0,1,21,1,0
4672.98,0,21,1,0
6932.6,0,13,1,1
3249.44,0,14,1,0
6047.73,0,11,1,1
65.33,1,18,1,0
6823.36,1,21,1,0
163.87,0,9,1,0
8825.95,0,5,1,1
10000.0,0,8,1,1
1392.94,1,1,1,0
944.5,1,3,1,0
5798.87,1,8,1,0
1166.9,0,14,1,0
8026.62,0,12,1,1
434.1,0,19,1,0
538.49,0,7,1,0
10000.0,0,18,1,1
4481.46,0,18,1,0
7506.32,0,15,1,1
1568.2,1,10,1,0
4514.02,1,9,1,0
3607.99,0,7,1,0
3696.79,0,0,1,1
4589.52,0,9,1,0
3426.05,1,17,1,0
2241.9,1,2,1,0
1291.43,1,10,1,0
5854.11,1,17,1,0
1026.14,0,2,1,1
4715.23,0,7,1,0
1062.81,0,13,1,0
3926.84,0,5,1,1
5498.7,1,14,1,0
987.26,0,13,1,0
247.26,0,6,1,0
561.53,0,9,1,0
3725.59,1,14,1,0
7573.74,0,9,1,1
184.16,1,21,1,0
5299.31,0,16,1,1
1670.06,0,18,1,0
2604.4,0,16,1,0
10000.0,1,11,1,0
1613.7,0,14,1,0
2504.47,1,11,1,0
55.11,0,8,1,0
340.48,0,4,1,1
1196.81,1,3,1,0
112.99,0,11,1,0
3991.91,0,15,1,0
2223.28,1,8,1,0
3177.58,0,2,1,1
767.78,1,20,1,0
1403.52,0,2,1,1
4360.49,0,17,1,0
10000.0,0,16,1,1
206.93,1,9,1,0
8843.1,0,1,1,1
3440.41,1,23,1,0
3319.71,1,10,1,0
2774.82,0,23,1,1
287.68,0,2,1,1
376.7,0,22,1,0
3674.29,0,22,1,0
1667.88,0,1,1,1
9968.6,1,8,1,0
2087.48,1,18,1,0
618.58,1,1,1,0
5017.12,1,18,1,0
1388.9,1,1,1,0
2981.72,0,14,1,0
4787.1,1,23,1,0
9220.92,1,20,1,0
6284.55,0,2,1,1
4512.51,1,4,1,0
4553.15,0,10,1,0
10000.0,1,23,1,0
1402.91,1,6,1,0
10.0,1,5,1,0
1269.57,0,13,1,0
983.05,1,0,1,0
4336.88,0,16,1,0
4017.34,0,16,1,0
3600.31,1,13,1,0
65.51,0,9,1,0
5219.27,1,7,1,0
1563.47,0,7,1,0
4375.17,0,13,1,0
3252.94,1,6,1,0
1678.65,0,5,1,1
578.14,0,3,1,1
396.71,1,0,1,0
7123.71,0,14,1,1
10000.0,1,14,1,0
4196.87,0,0,1,1
436.73,0,19,1,0
2056.84,0,2,1,0
5221.65,0,22,1,0
6053.26,0,4,1,1
503.24,0,4,1,1
10.0,0,3,1,1
4981.08,0,16,1,0
1763.93,0,20,1,0
1174.7,0,19,1,0
51.93,0,13,1,0
3108.72,1,7,1,0
7619.28,1,1,1,0
10000.0,1,7,1,0
3336.49,0,0,1,1
2889.99,1,3,1,0
355.57,1,18,1,0
3184.02,1,4,1,0
1912.01,0,4,1,1
3737.16,1,20,1,0
1968.84,1,19,1,0
1099.32,1,23,1,0
399.13,0,18,1,0
1512.87,0,11,1,0
406.56,0,19,1,0
778.7,0,0,1,1
10000.0,1,6,1,0
2348.69,0,16,1,0
3036.05,0,1,1,1
8273.8,0,10,1,1
10000.0,0,6,1,1
3495.94,0,16,1,0
6695.35,1,2,1,1
1583.69,0,21,1,0
1459.66,0,5,1,1
2061.37,0,21,1,0
4465.16,0,10,1,0
4585.23,0,17,1,0
1514.74,1,17,1,0
571.83,1,21,1,0
4003.0,1,9,1,0
549.36,1,4,1,0
3455.67,0,22,1,0
4729.13,1,22,1,0
4824.05,1,20,1,0
5601.12,1,23,1,0
8249.85,0,21,1,1
2772.26,1,14,1,0
5241.03,1,20,1,0
3861.64,1,19,1,0
826.33,0,22,1,0
104.1,1,3,1,0
1339.33,1,20,1,0
2341.0,1,20,1,0
3839.99,0,0,1,1
7587.4,1,14,1,0
873.85,0,16,1,0
536.64,0,18,1,0
10000.0,0,13,1,1
457.36,1,18,1,0
2604.12,0,17,1,0
3523.34,0,1,1,1
3118.08,1,5,1,0
359.84,1,12,1,0
234.87,0,16,1,0
445.89,1,5,1,0
3523.58,1,20,1,0
3144.08,0,21,1,0
1064.94,0,4,1,1
4061.95,0,6,1,0
6860.69,0,0,1,1
169.87,0,12,1,0
2757.66,1,18,1,0
4675.84,1,21,1,0
1163.08,0,0,1,1
1471.35,0,12,1,0
3803.92,0,10,1,0
9128.59,0,6,1,1
6641.33,0,19,1,1
3499.93,1,2,1,0
5240.62,1,0,1,0
1815.4,0,7,1,0
4097.35,1,16,1,0
2510.8,0,12,1,0
842.57,1,13,1,0
4839.14,0,4,1,1
3251.91,0,23,1,0
1776.54,1,21,1,0
9691.75,0,22,1,1
84.63,1,23,1,0
1517.86,0,5,1,1
234.25,0,21,1,0
5818.76,0,5,1,1
4844.09,0,20,1,0
1609.99,1,7,1,0
4503.89,0,12,1,0
2016.31,1,17,1,0
5646.51,1,22,1,0
2421.89,1,3,1,0
2126.02,0,16,1,0
10000.0,1,4,1,0
1155.42,0,2,1,1
513.37,0,3,1,0
3513.51,0,22,1,0
10000.0,0,4,1,1
1898.23,0,13,1,0
256.18,1,14,1,0
1657.85,0,19,1,0
2820.33,0,16,1,0
706.58,1,5,1,0
4292.97,0,9,1,0
10000.0,0,21,1,1
2404.02,0,22,1,0
1752.34,1,15,1,0
2048.0,0,16,1,0
489.33,0,13,1,0
8591.69,0,19,1,1
2143.38,1,11,1,0
1959.35,1,8,1,0
4311.6,1,14,1,0
2333.82,0,11,1,0
4179.15,0,13,1,0
253.66,0,21,1,0
6722.09,0,17,1,1
10000.0,0,19,1,1
4185.2,0,5,1,1
10000.0,0,3,1,1
656.82,1,22,1,0
2595.88,0,11,1,0
3683.27,1,12,1,0
3486.58,0,18,1,0
2053.06,0,21,1,0
1650.47,0,12,1,0
542.47,0,11,1,0
1988.63,0,19,1,0
710.1,0,2,1,1
5302.54,1,2,1,0
936.97,1,13,1,0
241.4,0,17,1,0
3215.12,1,18,1,0
3617.74,1,9,1,0
8220.18,1,16,1,0
3441.36,1,14,1,0
1695.42,0,18,1,0
6498.45,0,8,1,1
3108.54,0,3,1,1
330.4,0,14,1,0
3337.47,0,18,1,0
9544.67,0,15,1,1
2018.8,1,7,1,0
1405.76,1,16,1,0
619.46,1,20,1,0
656.88,1,0,1,0
2267.97,1,6,1,0
3622.19,0,20,1,0
336.2,0,17,1,0
10000.0,0,11,1,1
5628.17,1,15,1,0
3533.59,0,0,1,1
7051.26,1,14,1,0
334.34,0,6,1,0
2591.46,0,16,1,0
3978.02,1,2,1,0
7056.26,0,10,1,1
6120.1,0,5,1,1
1297.77,0,5,1,0
10000.0,0,14,1,1
531.14,1,6,1,0
8322.04,0,10,1,1
10000.0,0,16,1,1
779.94,0,22,1,0
5121.49,1,17,1,0
164.48,0,21,1,0
2079.62,1,23,1,0
2905.02,1,20,1,0
3476.15,0,18,1,0
10000.0,1,7,1,0
4462.03,1,23,1,0
2625.55,0,19,1,0
6636.09,0,7,1,1
10000.0,1,20,1,0
89.25,1,10,1,0
10000.0,0,20,1,1
360.28,0,2,1,0
6736.36,1,22,1,0
1315.88,1,13,1,0
567.08,1,8,1,0
2318.24,0,0,1,1
4130.81,1,0,1,0
1918.29,0,11,1,0
224.44,0,10,1,0
3659.78,1,20,1,0
9307.65,1,0,1,0
1932.94,0,19,1,0
975.08,0,11,1,0
2337.73,1,16,1,0
198.29,0,14,1,0
6870.04,1,1,1,1
7002.64,1,17,1,0
3546.93,0,15,1,0
1742.27,1,3,1,0
6433.42,1,7,1,0
3235.91,1,1,1,0
6993.24,1,13,1,0
3992.81,1,14,1,0
6137.42,0,8,1,1
3650.82,0,1,1,1
2138.7,1,16,1,0
10000.0,0,9,1,1
3115.81,0,8,1,0
3716.38,1,1,1,0
996.35,1,23,1,0
3930.26,0,18,1,0
3390.86,1,16,1,0
817.48,1,10,1,0
245.74,0,16,1,0
3709.0,1,9,1,0
5770.48,0,17,1,1
2964.32,0,22,1,0
1028.73,0,5,1,1
4392.71,0,15,1,0
333.99,0,17,1,0
2332.39,1,19,1,0
713.48,1,17,1,0
815.61,0,0,1,1
904.06,1,2,1,0
